date,Agric,Food ,Chems,Rubbr,Txtls,Steel,FabPr,Aero ,Ships,Gold ,Mines,Coal ,Oil  ,Util ,Autos
20160408,0.47,0.61,0.8,0.41,-0.41,1.65,1.99,0.54,0.59,4.1,2.35,6.48,2.13,0.75,-0.01
20160411,0.1,-0.58,0.06,0.06,-0.08,1.82,0.52,0.2,0.15,6.94,1.04,4.65,-0.39,-0.32,0.44
20160412,0.95,0.65,1.42,0.68,0.29,0.24,2.18,1,1.81,-1.02,2.44,7.67,2.99,1.23,0.73
20160413,2.37,-0.49,1.15,1.21,1.94,3.07,3.44,1.31,2.56,-3.4,1.68,0.96,0.21,-0.55,3.03
20160414,-0.66,-1.09,0.01,-0.29,-0.68,0.53,0.5,-0.15,-0.65,-2.77,-0.39,-4.94,0.49,-0.28,-0.09
20160415,-0.34,1.19,0.46,0.79,0.8,0.74,0.52,0.24,0.33,2.72,0.81,-1.34,-1.21,0.44,-0.23
20160418,0.59,0.35,0.25,0.91,0.62,0.65,2.42,0.59,-0.43,0.5,1.45,1.49,1.67,0.44,1.06
20160419,3.88,-0.02,1.59,-0.12,0.31,2.47,-0.52,0.19,0.4,5.84,2.69,2.92,1.77,0.63,0.82
20160420,0.28,-0.77,-0.36,-0.37,0.26,-0.09,1.35,-0.12,0.13,-1.99,0.73,3.33,0.83,-2.07,0.74
20160421,0.38,-2.11,-0.43,-0.97,-0.45,-0.97,0.27,-0.18,-1.17,5.12,-1.6,-5.25,-0.4,-2.11,-0.08
20160422,0.1,0.89,0.94,1.21,0.47,-0.02,0.25,0.27,1.39,-2.87,1,3.81,1.68,0.97,0.25
20160425,0.04,0.48,-0.5,-0.88,-1.05,-2.03,-0.58,-0.59,-1.82,-0.32,-1.14,-3.48,-1.04,-0.06,-0.55
20160426,-0.02,0.25,1.3,1.22,0.78,2.09,1.14,1.05,2.95,2.98,1.61,7.57,1.49,0.45,1.81
20160427,0.64,1.18,0.06,0.46,-0.73,2.74,-0.55,2.02,2.06,0.43,3.03,9.75,1.61,1.49,-0.24
20160428,0.01,0.33,-0.75,-1.23,1.2,-1.04,-0.38,-1.47,-1.78,2.98,-0.8,-3.02,-1.46,-0.33,-0.11
20160429,-0.57,-0.05,-1.14,-1.78,-0.96,0.28,3.81,-0.3,-0.82,5.89,1.35,-1.41,-0.32,0.56,-1.71
20160502,2.13,1.35,0.49,1.35,1.36,0.4,0.73,0.07,-0.41,-1.69,-0.42,2.2,0.19,0.53,0.19
20160503,-1.84,-1.22,-1.55,-1.59,-1.78,-4.04,-2.38,-1.13,-1.71,-1.84,-2.39,-5,-2.54,-0.22,-1.74
20160504,-1.98,0.26,-0.62,-0.58,-0.74,-0.53,-1.11,-1.06,-1.44,-4.54,-1.62,-0.48,-1.46,1.06,-1.97
20160505,-1.8,-0.08,-0.7,-0.32,-0.47,-0.88,-0.27,0.38,0.89,1.86,-0.27,0.62,0.78,-0.05,-0.88
20160506,0.07,0.64,0.78,0.28,0.13,1.01,-0.15,0.73,0.93,4.13,1.47,1.51,-0.11,-0.62,0.79
20160509,-0.71,0.85,-0.99,-0.65,0.22,-6,-3.07,-0.66,-1.16,-6.86,-2.91,-7.06,-1.27,0.38,-0.72
20160510,1.91,1.54,1.58,1.45,1.55,2.69,1.82,2.3,2.3,3.85,2.12,6.73,1.96,0.33,1.42
20160511,-0.81,-0.71,-0.41,0.1,-2.67,-0.74,-1.22,-0.57,-1.22,2.76,0.89,3.37,0.24,0.25,-0.96
20160512,6.95,0.87,-0.03,0.04,0,-1.34,-1.09,0.28,-0.66,-1.64,-0.74,-5.26,0.39,0.43,-0.16
20160513,1.74,-0.86,-1.39,-0.19,-0.42,-1.3,-1.24,-1.14,-1.21,2.66,-2.13,-0.7,-1.31,-0.33,-1.21
20160516,-1.36,0.33,1.64,0.79,0.45,1.02,0.75,1.33,0.66,3.4,1.93,-1.8,1.62,0.42,0.81
20160517,-0.69,-2.42,-0.33,-1.8,-0.49,-1.25,-1.29,-0.97,-0.11,0.9,1.1,2.58,0.24,-1.25,-0.94
20160518,-0.51,-0.88,-1.16,-0.05,-0.76,-2.81,-1.38,-0.56,-0.79,-6.36,-2.85,-6.28,-0.72,-1.92,0.18
20160519,2.87,0.46,-0.1,-0.78,0.14,1.02,-2.42,-1.22,-0.36,1.71,0.49,-2.17,-0.07,0.94,-1.03
20160520,0.86,-0.41,0.83,1.15,1.37,0.12,3.09,0.35,1.22,-0.74,0.6,0.32,0.35,0.44,0.99
20160523,3.67,0.12,0.9,-0.19,-1.07,1.43,1.07,-0.44,-0.14,0.27,1.22,2.24,-0.22,-0.91,-0.62
20160524,2.97,1.1,0.7,2.17,1.07,1.03,1.66,0.67,-0.01,-6.7,-0.25,3.32,0.53,1.06,1.68
20160525,1.76,0.07,0.84,0.18,0.35,2.13,3.08,0.53,1.36,2.43,1.99,5.45,1.54,-0.07,1.57
20160526,-1.55,0.72,-1.03,-0.11,0.14,0.12,-1.24,0.16,-0.1,0.24,-0.86,0.87,-0.49,0.92,-0.27
20160527,0.02,0.2,0.34,1.1,0.22,-0.68,0.01,0.18,0.31,-2.14,-0.62,-1.11,0.09,0.27,0.28
20160531,2.26,-0.49,-1.03,0.12,-0.2,0.19,0.05,-0.9,-0.47,1.67,-0.99,3.61,-0.55,0.62,0.15
20160601,-1.07,0.52,0.68,0.58,1.27,0.4,2.31,0.05,1.01,0.44,-0.59,1.32,0.33,0.46,-1.77
20160602,-0.39,0.19,0.76,0.43,0.47,0.83,-0.84,0.14,-0.02,-0.84,-0.06,-2.14,-0.34,0.04,0.74
20160603,0.37,0.52,0.49,-0.56,-0.7,1.61,-0.67,0.04,-0.6,9.77,1.46,3.51,-0.45,1.45,-1.35
20160606,-1.66,-0.47,1.18,0.24,-0.31,1.87,2.86,1.64,1.71,0.24,2.25,-0.9,1.9,0.16,1.13
20160607,-1.17,0.44,0.37,0.98,0.65,-0.05,0.93,0.16,-0.09,-1.21,-0.95,-0.49,2.38,0.02,1.7
20160608,0.76,0.14,0.35,0.56,0.11,2.85,2.03,0.49,1.79,2.01,1.46,-1.72,-0.18,0.45,0.26
20160609,1.38,1.34,-0.77,-0.03,-0.6,-1.73,-0.66,0.16,-0.43,1.36,-2.15,-2.56,-0.58,0.88,-1.08
20160610,-0.85,-0.46,-0.28,-1.18,-1.2,-1.5,-1.45,-0.94,-1.83,-0.5,-1.91,-8.25,-2.14,-0.74,-2.01
20160613,-1.95,-1.35,-1.24,-1.86,-1.7,-1.23,-2.09,-1.18,-1.56,0.78,-0.67,1.79,-0.25,-0.23,-0.92
20160614,-0.06,0.01,-0.76,-0.28,-0.73,-1.45,-2.3,0.1,-0.05,-2.16,-1.02,-2.57,0.01,0.46,-1.04
20160615,0.72,-0.04,-0.17,0.07,0.63,2.35,0.26,-0.17,-0.1,3.74,2.28,1.45,-0.34,-0.52,0.7
20160616,1.19,1.05,0.4,0.13,-0.12,0.19,0.22,-0.03,-0.42,-1.91,-0.58,-0.03,-0.46,0.59,0.44
20160617,0.2,-0.17,0.52,-0.46,0.19,0.1,0.51,0.05,0.95,0.32,1.32,5.35,0.84,0.47,0.6
20160620,-0.35,0.33,0.49,1.45,1.75,2.11,2.21,1.32,0.24,-0.09,1.97,2.99,0.96,-0.25,1.56
20160621,-0.68,0.67,-0.23,-0.21,-0.07,-1.59,0.5,-0.61,-0.22,-1.64,0.39,0.88,1.08,0.38,-0.97
20160622,-0.44,-0.31,0.13,0.73,-0.67,-0.71,-0.19,-0.12,0.36,2.33,-0.3,-1.07,-0.6,-0.61,-1.37
20160623,1.7,1.04,1.66,1.84,1.05,2.3,2.63,1.07,1.56,-0.68,2.66,5.11,1.68,0.59,1.68
20160624,-4.22,-2.31,-4.75,-5.11,-5.06,-6.33,-7.65,-4.03,-3.6,4.79,-4.96,-5.76,-3.66,-0.36,-5.98
20160627,-3.76,-0.71,-3.57,-3.22,-2.73,-3.43,-8.46,-2.5,-3.73,1.23,-3.43,-6.31,-2.89,0.7,-3.3
20160628,1.21,0.43,0.56,2.49,2.39,2.3,1.75,1.27,1.81,-1.25,2.45,10.53,2.87,0.69,1.54
20160629,2.41,1.68,1.89,1.94,1.98,0.53,2.13,1.84,2.43,2.01,1.88,4.76,2.08,0.52,1.79
20160630,0.13,4.73,1.44,2.57,-1.1,3.69,2.35,2.28,1.45,3.52,2.55,1.14,0.63,2.03,0.78
20160701,-1.74,-0.35,0.13,0.61,-0.15,2.24,0.04,0.16,0.64,3.83,-0.22,2.39,0.66,-0.08,1.47
20160705,-0.99,-0.04,-1.88,-1.53,-1.69,-2.35,-1.98,-2.05,-0.8,0.65,-3.19,-3.39,-2.05,0.28,-2.67
20160706,-0.3,0.67,-0.22,0.34,0.92,1.79,0.94,0.5,0.07,3.23,1.8,4.13,0.57,0.26,0.78
20160707,1.15,0.28,0.42,0.61,0.38,0.98,0.39,0.07,0.68,-1.54,-0.36,-3.85,-1.3,-1.6,0.93
20160708,2.09,1.19,2.72,2.22,2.74,3.96,1.8,1.97,1.99,1.84,2.3,1.97,1.33,1,2.54
20160711,-0.06,-0.44,0.5,0.8,0.91,2.58,0.87,0.83,1.52,0.07,1.31,0.87,0.1,0.1,1.71
20160712,-0.13,-0.76,2.01,0.74,0.41,3.66,0.88,0.04,0.9,-3.08,3.21,4.01,2.55,-0.65,1.46
20160713,-1.09,0.56,0.48,-0.43,0.34,0.16,0.37,0.04,-0.66,3.23,0.33,-1.32,-0.92,0.62,-0.35
20160714,2.41,0.11,0.72,-0.09,0.27,0.88,0.17,0.55,-0.18,1.62,-0.28,0.21,0.24,-0.28,0.44
20160715,-0.66,0.15,0.41,0.06,1.05,0.86,-0.23,0.25,-0.22,-0.54,-0.23,2.66,-0.13,0.28,-0.14
20160718,2.61,0.15,0.38,-0.44,0,0.09,-0.17,0.15,0.15,0.66,0.34,-1.3,-0.17,0.39,0.86
20160719,0.06,0.16,-0.54,-0.56,-0.45,-2.79,-0.09,0.66,-0.82,-0.88,-1.88,-2.03,-0.74,-0.13,-0.24
20160720,0,-0.96,0.74,1.88,1.16,-1.41,0.46,0.42,0.55,-6.01,-0.02,2.37,-0.27,-0.34,1.35
20160721,-0.6,-0.24,-1.02,-0.74,-1.24,-1.06,-0.72,-0.67,-0.89,3.84,1.1,-0.74,-0.83,0.01,0.55
20160722,-0.37,0.42,0.07,0.44,1.92,0.52,-0.18,-0.02,1.25,1.34,0.05,0.5,0.09,1.2,-0.04
20160725,-0.33,0.49,0.07,0.08,0.63,-0.68,0.53,-0.49,-3.6,-3.15,-1.21,0.63,-2.18,-0.42,0.57
20160726,0.63,-0.89,0.17,0.93,0.25,3.3,1.39,1.76,2.31,2.84,1.54,6.49,0.66,-0.72,1.35
20160727,0.67,-1.47,-0.37,0.11,-0.2,0.76,0.98,0.51,-0.06,3.49,0.61,2.86,-1.15,-1.2,0.24
20160728,-0.26,0.69,0.15,0.34,1.38,-0.27,0.16,-0.79,-0.13,1.11,0.08,1.46,-0.09,0.34,-3.12
20160729,0.66,0.51,-0.59,-0.5,0.79,0.03,0.3,0.17,2.5,3.23,-0.6,1.82,0.86,0.7,1.04
20160801,-0.94,-0.41,-0.15,0,0.17,-1.27,-0.58,-0.09,-0.35,0.64,-3.44,-4.26,-3.52,-0.51,-1.04
20160802,-0.26,-0.89,-0.62,-0.46,-1.1,-1.31,-0.64,-0.86,-0.56,2.99,0.55,-1.3,0.85,-0.28,-2.93
20160803,-0.78,-0.33,0.73,0.4,0.21,1.27,0.68,0.32,1.55,-1.54,1.62,2.67,1.98,-0.07,0.83
20160804,1.73,0.3,-0.14,0.39,-0.21,-0.49,-0.02,-0.3,-0.08,0.2,-0.21,0.94,-0.08,-0.08,0.5
20160805,0.57,1.18,0.45,0.62,2.77,1.07,1.63,0.89,0.76,-1.4,-0.19,0.13,0.92,-0.99,0.97
20160808,-0.21,0.06,0.4,-0.09,-0.53,-0.31,0.25,-0.03,0.02,0.88,0.31,0.05,1.34,0.08,-0.05
20160809,-0.17,0.41,-0.23,-0.37,-0.24,-1.55,-0.45,0.51,-0.84,1.01,-0.59,-2.49,-0.49,-0.26,0.52
20160810,-0.35,-0.14,-0.07,0.87,-0.32,-0.88,-0.22,0.38,-0.75,1.3,0.05,-3.14,-1.21,-0.06,-0.22
20160811,-0.1,-0.31,0.38,-0.07,0.03,0.45,1.16,0.55,0.31,-0.54,-0.03,-0.62,1.44,0.48,0.7
20160812,-0.55,0.3,-1.02,-0.16,0.03,-2.74,0.27,-0.12,-0.39,-0.6,-1.16,-2.45,0.71,0.16,-0.2
20160815,-0.04,-0.33,1.2,0.77,0.42,2.88,1.12,1.09,1.46,-0.23,1.5,4.14,0.76,-1.1,1.03
20160816,0.18,-0.98,-0.48,-0.76,-1.04,-1.58,-0.39,-0.32,-0.78,-1.16,-0.77,-0.37,0.16,-0.97,-0.73
20160817,-1.02,0.43,-0.04,-0.2,-0.44,-0.16,1.36,0.18,0.18,-0.81,-0.5,0.9,0.32,1.14,0.06
20160818,-0.15,0.6,0.89,1.04,0.42,0.99,1.12,0.26,1.33,1.38,0.77,1.64,1.65,1.68,-0.05
20160819,0.19,0.28,0.64,0.16,0.21,-2.33,0.29,-0.15,0.9,-1.44,-1.36,-4.43,-0.75,-1.16,0.53
20160822,0.31,0.35,0.16,0.17,0.05,0.96,-0.39,-0.06,0.37,-2.06,0.75,0.52,-0.93,0.06,-0.16
20160823,2.16,-0.68,0.75,0.63,1.23,0.61,0.49,-0.34,0.59,-0.81,0.3,2.43,0.52,-0.14,0.6
20160824,-0.28,-0.47,-0.66,-0.84,-0.99,-2.91,-0.82,-0.24,-0.34,-8.64,-2.5,-1.73,-0.3,-0.21,-0.61
20160825,-0.06,-0.01,0.47,1.76,0.23,0.36,-0.53,-0.18,-0.21,1.45,-0.33,1.86,-0.24,-0.04,0.04
20160826,0.3,-0.55,-0.78,-0.02,-0.76,-0.62,0.25,-0.44,-0.36,-0.26,-0.92,0.52,-0.26,-1.68,-0.3
20160829,0.25,0.72,1.11,0.73,0.81,2.02,0.74,0.65,0.5,2.23,0.86,2.47,0.69,0.81,0.28
20160830,0,-0.33,0.29,0.03,0.25,-1.58,0,-0.76,0.31,-5.72,-1.21,-0.23,-0.4,-0.83,-0.14
20160831,-0.85,0.8,-0.82,-0.72,0.51,-0.62,-1.23,-0.82,-0.6,-1,-1.81,-1.33,-1.45,0.18,0.01
20160901,0.17,-1,0.15,-0.04,0.1,0.54,0.78,0.34,-0.57,3.09,0.03,-0.21,-0.27,-0.37,-1.14
20160902,0.59,0.78,0.86,1.37,0.72,-0.21,1.04,0.65,0.73,3.12,1.27,1.27,1.08,1.27,0.44
20160906,-1.03,0.11,-0.41,-0.25,0.33,1.76,-0.6,0.13,0.28,4.64,0.28,4.74,1.32,1.5,0.77
20160907,0.43,-1.18,-0.1,0.48,0.63,0.09,-0.62,-0.25,0.66,0.13,-0.72,-2.98,0.31,0.38,0.19
20160908,1.17,-0.68,-0.47,-1.07,-2.01,-1.28,0.84,-0.13,0.23,-1.2,-0.2,1.76,1.75,0.64,-0.6
20160909,-1.56,-3.27,-2.91,-3.03,-3.7,-4.96,-2.12,-2.7,-2.58,-6.36,-3.38,-5.54,-2.95,-3.57,-2.88
20160912,0.34,2.25,0.53,1.49,1.38,1.58,0.37,1.28,0.42,2.6,3.73,-1.78,0.77,1.53,1.99
20160913,-0.95,-1.15,-1.8,-1.59,-1.41,-3.53,-2.93,-1.26,-1.96,-4.01,-3.38,-8.13,-3.06,-1.68,-1.61
20160914,0.47,-0.32,-0.03,-0.08,-0.08,-0.83,-0.57,-0.75,-0.7,-0.81,-0.68,-0.58,-1.35,0.25,-0.41
20160915,-1.96,0.83,0.77,1.4,1.39,0.97,1.6,0.81,0.8,1.72,0.43,3.93,1.21,0.7,1.08
20160916,-0.58,-0.51,-0.45,-0.54,-0.48,-0.28,-0.82,-1.52,-0.65,-2.04,-0.55,-0.83,-0.85,0.7,0
20160919,-1.25,-0.35,0.46,0.66,0.41,1.16,0.44,0.53,-0.44,0.57,0.68,1.18,-0.16,1.07,0.73
20160920,0.79,-0.34,-0.51,-0.15,-0.42,0.2,-0.08,-0.14,-1.51,-0.37,-0.16,2.66,-0.98,-0.14,-0.39
20160921,1.41,0.91,1.1,-1.02,0.34,3.29,1.67,1.61,1.22,7.45,3.25,5.06,2.3,2.12,1.09
20160922,-0.2,0.8,0.25,1,0.56,1.04,1.68,1.14,2.21,-0.61,1.8,-1.05,0.34,0.53,1.14
20160923,-0.87,-0.6,-0.6,-0.84,-0.5,0.67,-1.63,-0.29,-0.96,-3.09,-1.57,-0.46,-1.49,-0.42,-0.46
20160926,-1.26,-0.72,-0.28,-0.95,-1.47,-0.09,-0.4,-0.38,0.96,-1.12,-0.2,3.66,-0.35,-0.27,-0.85
20160927,0.03,0.38,0.73,0.7,0.23,0.22,1.04,0.5,-0.35,-2.29,-0.5,0.22,-0.69,-1.06,-0.22
20160928,0.33,0.47,0.94,0.8,-0.49,2.71,1.01,0.44,1.43,2.35,3.45,5.08,4.75,0.37,1.1
20160929,-0.57,-0.41,-0.72,-1.66,-1.21,-1.26,-1.33,-0.99,-1.11,-0.49,-1.05,-1.89,0.25,-1.27,-1.48
20160930,0.46,0.96,0.87,0.57,0.82,1.01,0.5,0.45,1.7,0.2,-0.13,2.48,1.3,-0.32,1.37
20161003,0.17,-0.06,0.35,-0.52,-0.68,-0.77,-0.49,0.4,-0.1,-2.6,-1.13,1.37,-0.14,-1.08,0.84
20161004,-0.47,-1.16,-1.29,-0.83,-0.1,-1.69,-0.41,-0.68,-0.17,-10.1,-1.17,0.49,-0.96,-2.19,-0.11
20161005,1.44,-0.05,0.79,0.74,0.68,1.47,1.08,1.09,1.1,0.98,1.16,1.24,1.63,-0.11,1.26
20161006,0.3,0.17,0.86,0.29,0.44,0.6,0.32,-0.03,0.65,-1.61,-0.28,1.34,0.11,-0.1,-0.88
20161007,-0.01,-0.73,-1.86,-0.57,-1.45,-1.02,-0.77,-1.19,-0.9,0.25,-2.17,-0.91,-0.53,-0.31,-0.93
20161010,-0.12,1.05,0.56,0.49,0.1,0.97,0.58,0.45,0.07,0.45,1.3,1.39,1.79,0.86,-0.08
20161011,0.13,-1.02,-1.09,-1.34,-2.66,-4.05,-1.84,-1.61,-1.3,-1.18,-1.79,-2.66,-1.13,-1.34,-1.14
20161012,-0.88,0.29,-0.34,0.76,1.51,-0.48,0.47,-0.02,0.31,2.16,1.07,-0.19,-0.49,0.78,0
20161013,0.17,-0.23,-0.67,-0.71,-0.37,-2.03,-0.79,0.44,-0.57,0.82,-0.84,0.88,-0.66,0.96,-0.98
20161014,-0.48,0.34,0.29,0.5,0.67,-0.17,-0.27,0.14,0.34,-1.86,-0.02,-4.97,-0.45,-0.57,-0.06
20161017,-0.07,-0.11,-0.16,-0.1,-0.33,0.45,0.99,-0.07,-0.05,2.74,1.19,-0.86,-0.43,0.28,-0.63
20161018,0.45,0.5,1.26,0.11,-0.04,0.65,0.48,0.73,0.91,3.71,0.8,1.59,0.32,0.71,-0.01
20161019,-0.31,-0.49,0.51,-0.47,0.04,2.34,0.87,0.13,1.22,2.24,1.36,-2.43,1.28,0.12,1.36
20161020,0.23,-0.59,0.37,-0.8,0.31,0.37,-0.68,-0.21,-1.15,-0.31,0.66,0.52,-0.1,-0.02,-0.82
20161021,-0.88,0.08,0.08,0.12,0.08,-0.1,-0.2,-0.28,-0.11,-1.67,-0.35,-3.59,-0.43,-0.5,0.2
20161024,0.06,0.52,0.43,0.55,0.84,-0.07,0.5,0.75,-0.33,-1.73,0.87,-3.65,-0.33,0.32,1.44
20161025,-0.56,0.08,-1.48,-1.3,-5.58,-0.82,-1.08,1.13,-2.19,2.14,0.42,1.46,-0.66,0.15,-2.06
20161026,-0.58,0.37,-0.31,-1.7,0.22,0.69,-0.06,1.55,-0.5,-1.48,0.09,-3.45,0.19,0.23,0.4
20161027,-0.63,-0.76,0.33,0.47,-0.69,-1.19,0.27,-0.86,-0.53,-3.15,-0.19,1.76,-0.23,-0.4,-0.81
20161028,0,1.45,-0.11,-0.23,-0.53,0.55,-0.52,0.74,-0.49,1.36,0.65,1.73,-0.51,0.05,-0.6
20161031,-0.05,0.27,-0.34,-0.02,0.12,1.51,-0.21,0,0.79,4.26,1.49,0.38,-1.35,1.56,0.39
20161101,-0.28,-0.2,-0.33,-1.25,-2.89,-4.19,-2.77,-0.17,-0.65,2.56,0.35,8.52,0.15,-1.69,-1.54
20161102,-0.72,-0.52,-0.42,-0.3,-0.23,-1.44,-0.53,-0.85,-1.35,-1.77,-3.12,-6.94,-1.09,-1.45,-0.81
20161103,-1.14,-1.39,-0.1,-0.2,-0.91,1.13,-1.09,-0.25,-2.28,1.69,0.41,-0.97,0.37,0.39,-0.58
20161104,-0.3,-1.46,0.35,0.35,6.56,1.73,-0.21,0.01,0.45,0.22,2.13,1.44,-0.57,-0.32,0.44
20161107,0.93,2.22,1.8,2.65,2.04,1.92,1.86,1.98,2.8,-2.55,2.55,1.51,2.08,1.99,2.17
20161108,0.38,2.12,0.17,1.24,0.26,0.87,-0.36,0.36,0.27,-0.42,2.71,-0.54,0.15,0.79,-0.21
20161109,-0.12,-2.23,1.34,0.85,1.66,8.72,7.22,2.61,7.99,2.2,7.33,9.9,2.02,-2.37,-0.11
20161110,-1.09,-3.83,1.27,-1.14,2.35,3.2,0.86,2.27,3.64,-7.39,6.18,-3.76,0.27,-1.91,2.85
20161111,0.16,-0.59,-0.89,0.92,-0.5,1.5,1.42,0.9,1.36,-8.48,-1.2,1.65,-1.54,-0.57,1.95
20161114,0.7,0.48,0.16,0.03,-0.76,2.82,1.36,0.02,1.54,2.72,0.67,2.2,0.46,0.07,-0.88
20161115,0.69,0.95,0.24,1,-0.04,1.24,0.95,-0.62,-0.91,4.42,-0.58,-1.84,2.72,1.92,0.68
20161116,1.56,0.55,-0.07,0.24,0.18,-0.88,-0.21,-0.75,-0.42,-0.98,-2.29,0.4,-0.65,-0.72,-0.03
20161117,0.07,0.05,0.1,0.8,1.26,-0.3,-0.35,-0.23,0.12,-2.89,-0.26,-4.1,-0.61,-0.01,0.42
20161118,0.4,-0.02,-0.02,-0.22,0.17,0.11,-0.84,0.04,-0.3,0,-0.43,2.91,0.57,-0.03,-0.77
20161121,0.04,-0.05,1.48,0.52,-0.23,1.28,0.66,0.55,0.74,1.57,2.01,2.42,2.35,1.4,0.31
20161122,0.23,0.89,0.35,0.6,0.37,3.88,0.86,1.03,1.21,0.84,1.87,2.73,0.04,0.3,1.82
20161123,0.66,-1.22,0.28,0.74,0.31,1.06,0.87,0.75,0.59,-5.45,2.62,1.4,0.54,-0.8,0.48
20161125,0.22,1.04,0.29,0.35,0.22,0.67,0.55,0.57,0.53,1.27,0.37,-1.12,-0.51,1.09,0.92
20161128,-0.62,-0.41,-0.45,-1.15,-0.89,-1.7,-1.72,-0.16,-0.94,4.35,-2.71,0.89,-1.67,1.25,-1.01
20161129,0.37,0.47,0.61,2.2,0.26,-1.7,-0.68,0.75,-0.35,0.34,-1.76,2.3,-1.35,0.17,0.27
20161130,0.01,-2.03,1.25,-1.63,-1.24,0.42,0.39,-0.66,0.47,-2.96,1.76,1.42,5.93,-2.01,0.29
20161201,0.42,-0.85,-0.37,-0.86,-2.52,0.46,0.09,0.65,1.14,-0.39,-0.14,-1.14,0.43,-0.98,2.53
20161202,0.19,0.55,-0.41,0.38,-0.8,1.3,0.44,0.35,0.63,4.41,1.14,3.97,0.03,0.74,-1.49
20161205,0.58,0.25,0.98,0.44,2.39,3.29,0.83,-0.2,0.84,0.43,1.8,2.46,0.84,0.42,1.64
20161206,1.34,-0.02,0.11,1.74,0.38,0.94,1.13,0.12,0.56,-1.6,0.58,0.27,0.04,-0.25,0.6
20161207,-0.21,2.35,1.62,0.3,2.31,1.76,0.4,1.37,0.55,1.8,0.26,1.58,0.6,1.25,3.46
20161208,-0.42,-0.08,1.17,1.04,0.94,0.08,0.56,-0.69,-1.6,0.53,0.63,-1.13,0.67,0.33,0.34
20161209,0.07,1.47,0.15,0.64,-0.35,-0.89,0.33,0.76,-0.43,-3.94,0.45,-1.83,0.45,0.64,0.92
20161212,0,0.47,-0.41,-0.12,-0.65,-1.6,-0.2,-0.03,-1.28,-0.16,-2.26,-6.01,0.69,0.64,-1.2
20161213,0.17,0.35,-0.32,-0.3,0.98,-1.13,-1.48,-0.11,-1.33,3.47,-1.59,-1.94,1.27,0.97,0.58
20161214,-0.4,-1.02,-1.19,-1.03,-0.84,-0.66,-1.32,-1.02,-0.84,-6.07,-1.01,-1.18,-2.36,-2.14,-2.13
20161215,1.02,1.14,1.01,0.17,-0.59,0.4,-0.18,-0.23,1.4,-3.46,0.05,0.73,0.45,0.67,0.36
20161216,0.44,0.49,-0.35,-0.06,-0.5,-2.11,0.36,0.16,0.45,1.83,-2.05,-1.14,0.45,1.24,0.24
20161219,0.1,0.03,0.03,0.67,0.98,-0.25,1.55,1.12,0.98,0.53,-0.8,-1.77,-0.35,0.24,0.21
20161220,-0.05,-0.29,-0.16,-0.08,0.9,2.17,0.98,0.11,1.88,-0.54,2.44,0.33,-0.19,-0.05,1.17
20161221,-0.25,0.45,0.11,-0.09,1.38,-0.34,-0.28,-0.03,-0.25,-0.46,0,1.75,-0.06,-0.11,-0.41
20161222,0.06,0.29,-0.63,-0.98,-0.86,-1.32,0.29,0.01,0.21,-0.87,-0.92,-1.2,0.59,0.23,-1.37
20161223,0.25,0.2,0.33,0.31,0.34,-0.35,-0.06,0.3,0.42,2.98,0.31,1.38,-0.21,0.18,0.57
20161227,0.48,0.21,0.48,0.56,0.21,0.68,0.9,0.05,0,0.85,0.97,0.56,0.29,0.11,0.4
20161228,-0.53,-0.57,-1.1,-0.71,-0.93,-1.72,-1.58,-0.86,-1.27,0.56,-0.87,-0.75,-0.91,-1.1,-1
20161229,-0.08,0.59,-0.13,-0.08,0.25,-0.74,0.33,0.03,0.03,7.33,-0.43,-2.04,-0.28,1.05,-0.37
20161230,0.13,-0.61,-0.5,-0.73,-1.18,-1.93,-0.42,-0.42,-0.58,-4.13,-1.15,-2.55,-0.28,-0.46,-0.63
20170103,0.27,0.63,0.55,0.65,1.15,1.83,0.05,1.05,1.48,2.73,1.46,-3.86,1.23,0.04,1.78
20170104,0.32,0.08,1.33,1.41,1.91,3.48,1.03,0.57,1.73,1.15,3.38,4.92,-0.25,0.49,3.29
20170105,0.1,-0.18,-0.65,-1.23,-0.93,-0.65,-0.21,0.11,-0.74,5.54,-0.29,1.29,-0.43,0.1,-1.6
20170106,2.24,-0.34,-0.03,0.37,-0.44,-1.07,-0.45,0.59,1.36,-3.52,-0.78,-1.3,-0.23,0.28,-0.02
20170109,3.59,-0.76,0.05,-0.33,-0.49,-2.02,-0.58,-0.79,-1.25,0.01,-0.87,-2.64,-1.69,-1.35,-0.64
20170110,-0.38,-0.47,-0.04,0.3,-0.14,2.87,1.59,0.15,0.95,0.14,2.58,3.35,-0.7,-0.51,1.75
20170111,0.06,0.73,1.07,0.24,-0.31,0.39,1.24,0.05,-0.06,-1.62,0.46,-0.1,1.17,0.99,0.05
20170112,-1.02,0.14,0,-0.13,-0.5,-2.2,-1.04,-0.41,-0.37,0.16,-0.26,-0.06,-0.56,0.12,-0.66
20170113,0.26,-0.07,-0.16,0.54,0.72,0.33,0.43,0.04,0.7,0.83,0.6,0.51,-0.26,-0.05,0.9
20170117,0.4,0.87,-0.75,-0.53,-0.39,-1.26,-1.18,-0.84,-0.66,1.87,-0.48,-2.67,0.59,0.95,-0.62
20170118,-0.04,0.52,0.41,0.51,1.03,3.17,0.9,0.43,0.32,-0.08,1.9,0.7,-0.44,-0.19,0.31
